Input.turn_id,Input.query,Input.passage_id,Input.passage,Input.relevance_score,chosen_sentences,not_chosen_sentences,empty_annotations
144_3-1,Are RD-270 and SpaceX Raptor rocket engines the same? How do they compare roughly?,KILT_37724098-7,"The first complete Raptor development engine, approximately one-third the size of the full-scale engines planned for the use on various parts of the Interplanetary Transport System, with approximately thrust, began testing on a ground test stand in September 2016. The test nozzle has an expansion ratio of only 150, in order to eliminate flow separation problems while tested in Earth's atmosphere.   Raptor's full-flow staged combustion cycle will pass 100 percent of the oxidizer (with a low-fuel ratio) to power the oxygen turbine pump, and 100 percent of the fuel (with a low-oxygen ratio) to power the methane turbine pump.  Both streams—oxidizer and fuel—will be completely in the gas phase before they enter the combustion chamber.  Prior to 2016, only two full-flow staged combustion rocket engines had ever progressed sufficiently to be tested on test stands: the Soviet RD-270 project in the 1960s and the Aerojet Rocketdyne Integrated powerhead demonstration project in the mid-2000s, which did not test a complete engine but rather only the powerhead.",2,"{'Prior to 2016, only two full-flow staged combustion rocket engines had ever progressed sufficiently to be tested on test stands: the Soviet RD-270 project in the 1960s and the Aerojet Rocketdyne Integrated powerhead demonstration project in the mid-2000s, which did not test a complete engine but rather only the powerhead.', 'The first complete Raptor development engine, approximately one-third the size of the full-scale engines planned for the use on various parts of the Interplanetary Transport System, with approximately thrust, began testing on a ground test stand in September 2016.'}","{""The test nozzle has an expansion ratio of only 150, in order to eliminate flow separation problems while tested in Earth's atmosphere."", ""Raptor's full-flow staged combustion cycle will pass 100 percent of the oxidizer (with a low-fuel ratio) to power the oxygen turbine pump, and 100 percent of the fuel (with a low-oxygen ratio) to power the methane turbine pump."", 'Both streams—oxidizer and fuel—will be completely in the gas phase before they enter the combustion chamber.'}",2
145_1-7,Do corals capture carbon?,MARCO_20_1109717538-1,"Carbonates-Reefs - Geosciences LibreTexts Carbonates-Reefs Last updated Jun 10, 2020 Save as PDF Braided Rivers Chemical Weathering Donate Page ID 10865 Table of contents Source: https://www.pinterest.co.uk/pin/452963675006130472/ https://commons.wikimedia.org/wiki/File:Stromatolites_in_Sharkbay.jpg https://en.Wikipedia.org/wiki/File:Coral_Outcrop_Flynn_Reef.jpg Figure 0: The image above shows a healthy, colorful coral reef.  The color is due to the symbiotic relationship with zooxanthellae algae, which produce color pigments.  Corals need warm, clear water (without sediments).  Introduction: Reefs consists of corals and other organisms made of calcium carbonate and are home to many colorful fishes.  Coral reefs have a wide variety of calcareous corals that ultimately get broken up into fragments through physical weathering, which are then deposited helping to create the magnificent reefs you see.  The most common type of coral today is the Scleractinia.  Coral reefs are the rainforest of the sea with great diversity, but are highly threatened due to climate change and human impact.  Corals have slow growth rates and can take thousands of years to grow and regrow if disturbed.  Waves, or the water movement along fish such as Parrot Fish help break down carbonate shells and corals forming sand on bottom.  Parrot fish help the coral reefs stay clean and eat up dead coral.",2,set(),"{'Coral reefs are the rainforest of the sea with great diversity, but are highly threatened due to climate change and human impact.', 'Coral reefs have a wide variety of calcareous corals that ultimately get broken up into fragments through physical weathering, which are then deposited helping to create the magnificent reefs you see.', 'The most common type of coral today is the Scleractinia.', 'Carbonates-Reefs - Geosciences LibreTexts Carbonates-Reefs Last updated Jun 10, 2020 Save as PDF Braided Rivers Chemical Weathering Donate Page ID 10865 Table of contents Source: https://www.pinterest.co.uk/pin/452963675006130472/ https://commons.wikimedia.org/wiki/File:Stromatolites_in_Sharkbay.jpg https://en.Wikipedia.org/wiki/File:Coral_Outcrop_Flynn_Reef.jpg Figure 0: The image above shows a healthy, colorful coral reef.', 'Corals have slow growth rates and can take thousands of years to grow and regrow if disturbed.', 'Waves, or the water movement along fish such as Parrot Fish help break down carbonate shells and corals forming sand on bottom.', 'Corals need warm, clear water (without sediments).', 'Introduction: Reefs consists of corals and other organisms made of calcium carbonate and are home to many colorful fishes.', 'Parrot fish help the coral reefs stay clean and eat up dead coral.', 'The color is due to the symbiotic relationship with zooxanthellae algae, which produce color pigments.'}",3
146_1-9,What’s the best bike seat,MARCO_30_40841124-4,"The seat features soft padding, waterproof seat cover, dual suspension, and comfort centric design. Backed by a 12-month money back guarantee, this seat will enable you to exercise in comfort and get in shape, providing prostate as well as tailbone relief.  Apart from young people, it’s great for seniors with numerous health benefits for the elderly. 7.  Serfas FS-243 Hybrid Reactive Full Suspension Saddle Buy now from Amazon → The Serfas FS-243 bike saddle boasts a pressure-eliminating channel & full suspension hybrid base for reduced numbness & discomfort as well as additional ride comfort, which you will need for all those bumps and high mile rides.  In addition, this dual density base seat comes with an infinite comfort system for maximum support and comfort you need when it comes to sustained long distance cycling.  What’s more, the dual density base ensures your sit bones never hit a hard spot and skin never suffers from saddle friction as well as irritation.  Finally, the zero friction gel infused padding optimizes saddle comfort as well as support while reducing saddle friction and chaffing.  6.  Giddy Up!  Shock Absorbing Universal Fit Bike Seat Buy now from Amazon → This incredible Giddy Up bike seat is designed for both men and women who are looking for a bike seat replacement that is comfortable, waterproof and durable.",4,"{'Giddy Up!', 'Shock Absorbing Universal Fit Bike Seat Buy now from Amazon → This incredible Giddy Up bike seat is designed for both men and women who are looking for a bike seat replacement that is comfortable, waterproof and durable.', 'Serfas FS-243 Hybrid Reactive Full Suspension Saddle Buy now from Amazon → The Serfas FS-243 bike saddle boasts a pressure-eliminating channel & full suspension hybrid base for reduced numbness & discomfort as well as additional ride comfort, which you will need for all those bumps and high mile rides.'}","{'Backed by a 12-month money back guarantee, this seat will enable you to exercise in comfort and get in shape, providing prostate as well as tailbone relief.', 'In addition, this dual density base seat comes with an infinite comfort system for maximum support and comfort you need when it comes to sustained long distance cycling.', 'What’s more, the dual density base ensures your sit bones never hit a hard spot and skin never suffers from saddle friction as well as irritation.', 'Apart from young people, it’s great for seniors with numerous health benefits for the elderly.', '6.', 'The seat features soft padding, waterproof seat cover, dual suspension, and comfort centric design.', 'Finally, the zero friction gel infused padding optimizes saddle comfort as well as support while reducing saddle friction and chaffing.', '7.'}",2
146_1-9,What’s the best bike seat,MARCO_41_311845737-7,"Key Features: Carbon reinforced shell Ultra-sleek and lightweight design Waterproof microtex cover Weight 0.5 pounds Specification: BrandFizik Pros One of the lightest commercially available seats Remarkably comfortable Made to accommodate serious effort Cons Expensive CHECK PRICE ON AMAZON 8 Bell Memory Foam Saddle The Bell Memory Foam Saddle is another bike seat made to accommodate those that ride a lot but not competitively. To be sure it can handle maximum effort but it weighs too much to ever be considered race material.  Still, for dedicated bike commuters and those who enjoy banging down the trails over the weekend this is a comfortable, accommodating saddle.  Key Features: Anatomic relief slot Plenty of memory foam padding Fits most any type of bike Weight 2 pounds Specification: BrandBell Model7070533 Weight1.3 pounds Pros Less punishing than other performance oriented saddles Slotted design relieves groin pressure Good for a variety of human frames Cons Exposed stitching is suspect in places CHECK PRICE ON AMAZON 9 Brooks B67 Bicycle Saddle The B67 is an aggressively traditional design for those who like their cycling to have a nostalgic bent.  Brooks’ handmade leather bike seats have a timeless appeal but there are more than sepia-toned memories to be had here.  Once the seat is broken in it’s actually extremely comfortable and as for durability well, you may never have to change your bike seat again.",4,"{'Key Features: Carbon reinforced shell Ultra-sleek and lightweight design Waterproof microtex cover Weight 0.5 pounds Specification: BrandFizik Pros One of the lightest commercially available seats Remarkably comfortable Made to accommodate serious effort Cons Expensive CHECK PRICE ON AMAZON 8 Bell Memory Foam Saddle The Bell Memory Foam Saddle is another bike seat made to accommodate those that ride a lot but not competitively.', 'Key Features: Anatomic relief slot Plenty of memory foam padding Fits most any type of bike Weight 2 pounds Specification: BrandBell Model7070533 Weight1.3 pounds Pros Less punishing than other performance oriented saddles Slotted design relieves groin pressure Good for a variety of human frames Cons Exposed stitching is suspect in places CHECK PRICE ON AMAZON 9 Brooks B67 Bicycle Saddle The B67 is an aggressively traditional design for those who like their cycling to have a nostalgic bent.'}","{'To be sure it can handle maximum effort but it weighs too much to ever be considered race material.', 'Brooks’ handmade leather bike seats have a timeless appeal but there are more than sepia-toned memories to be had here.', 'Once the seat is broken in it’s actually extremely comfortable and as for durability well, you may never have to change your bike seat again.', 'Still, for dedicated bike commuters and those who enjoy banging down the trails over the weekend this is a comfortable, accommodating saddle.'}",2
147_1-15,Could you expand on Justin Gilbert Alba’s comments that the push from fans for diversity in creators and characters only represents a loud minority?,WAPO_49520e943a578fcd2bf2b5f2b0de785f-3,"But whether inadvertently or intentionally, Pine and his tongue-in-cheek monologue once again highlighted Hollywood’s diversity problem, particularly when it comes to big-budget superhero movies. Whereas Marvel Comics has made strides in including more female and minority main characters in its comic books, the company faced backlash last month after David Gabriel, a vice president of sales, suggested that diversity was causing sales to slide. “What we heard was that people didn’t want any more diversity.  They didn’t want female characters out there,” Gabriel said at the Marvel Retailer Summit, according to Entertainment Weekly.  “We saw the sales of any character that was diverse, any character that was new, our female characters, anything that was not a core Marvel character, people were turning their nose up against.  That was difficult for us because we had a lot of fresh, new, exciting ideas that we were trying to get out and nothing new really worked.”  Online, readers slammed Marvel for changing old characters rather than coming up with new ones — or reintroducing old ones — that reflected their communities.",4,set(),"{'Whereas Marvel Comics has made strides in including more female and minority main characters in its comic books, the company faced backlash last month after\xa0David Gabriel, a vice president of sales, suggested that diversity was causing sales to slide.', '“We saw the sales of any character that was diverse, any character that was new, our female characters, anything that was not a core Marvel character, people were turning their nose up against.', '“What we heard was that people didn’t want any more diversity.', 'That was difficult for us because we had a lot of fresh, new, exciting ideas that we were trying to get out and nothing new really worked.”  Online, readers slammed Marvel for changing old characters rather than coming up with new ones — or reintroducing old ones — that reflected their communities.', 'They didn’t want female characters out there,” Gabriel said at the Marvel Retailer Summit,\xa0according to Entertainment Weekly.', 'But whether inadvertently or intentionally, Pine and his tongue-in-cheek monologue once again highlighted Hollywood’s diversity problem, particularly when it comes to big-budget superhero movies.'}",3
147_1-15,Could you expand on Justin Gilbert Alba’s comments that the push from fans for diversity in creators and characters only represents a loud minority?,MARCO_19_1286364023-8,"And they could listen to what new audiences say they want: diversity not just in racial, religious, or sexual terms, but also in terms of the types of stories told: Is there really any more harm in publishing a comic where Captain America has a romantic cup of coffee with his boyfriend Bucky than one where he’s a Nazi ? Asher Elbein, 'The Real Reasons for Marvel Comics' Woes', The Atlantic, (May 24, 2017).  What we heard was that people didn’t want any more diversity.  They didn’t want female characters out there.  That’s what we heard, whether we believe that or not ...  We saw the sales of any character that was diverse, any character that was new, our female characters, anything that was not a core Marvel character, people were turning their nose up against.  David Gabriel; as quoted in Asher Elbein, 'The Real Reasons for Marvel Comics' Woes', The Atlantic, (May 24, 2017).",4,"{'What we heard was that people didn’t want any more diversity.', 'That’s what we heard, whether we believe that or not ...  We saw the sales of any character that was diverse, any character that was new, our female characters, anything that was not a core Marvel character, people were turning their nose up against.', 'They didn’t want female characters out there.'}","{""Asher Elbein, 'The Real Reasons for Marvel Comics' Woes', The Atlantic, (May 24, 2017)."", 'And they could listen to what new audiences say they want: diversity not just in racial, religious, or sexual terms, but also in terms of the types of stories told: Is there really any more harm in publishing a comic where Captain America has a romantic cup of coffee with his boyfriend Bucky than one where he’s a Nazi ?', ""David Gabriel; as quoted in Asher Elbein, 'The Real Reasons for Marvel Comics' Woes', The Atlantic, (May 24, 2017).""}",2
147_1-15,Could you expand on Justin Gilbert Alba’s comments that the push from fans for diversity in creators and characters only represents a loud minority?,WAPO_JEB4XTRJDFCGTKY2KREHWRXZ3M-2,"A group of female Marvel employees posted a group selfie in which they were celebrating the legacy of recently deceased comics publisher Flo Steinberg, one of Marvel’s earliest employees who had helped the company’s unique approach to fan outrage. Ironically, a group of comics fans online were enraged at the evidence that women worked for Marvel.  They condemned the women as “fake geek girls” and “the creepiest collection of stereotypical SJWs anyone could possibly imagine,” in the words of one enraged tweeter.  Another suggested that a woman in the picture looked like “the ‘false rape charge’ type.'   Among those joining in the attacks was Richard C. Meyer, who uses the ironic twitter and YouTube handle Diversity & Comics.  Meyer became a ringleader of Comicsgate, which rallied around the argument that female, POC and LGBT characters and creators were ruining comic books, and pushing out the views and voices of authentic fans.  DC writer Magdalene Visaggio, a trans woman, was a special target; Meyer misgendered her and claimed she was mentally ill.  In a private video posted in 2017 and obtained by the Daily Beast, Meyer railed against one female Marvel editor using gendered slurs and attacked others for supposedly exchanging sexual favors for career advancement.",2,"{'They condemned the women as “fake geek girls” and “the creepiest collection of stereotypical SJWs anyone could possibly imagine,” in the words of one enraged tweeter.', 'Ironically, a group of comics fans online were enraged at the evidence that women worked for Marvel.'}","{'A group of female Marvel employees posted a group selfie in which they were celebrating the legacy of recently deceased comics publisher Flo Steinberg, one of Marvel’s earliest employees who had helped the company’s unique approach to fan outrage.', 'Among those joining in the attacks was Richard C. Meyer, who uses the ironic twitter and YouTube handle Diversity & Comics.', 'DC writer Magdalene Visaggio, a trans woman, was a special target; Meyer misgendered her and claimed she was mentally ill.', 'In a private video posted in 2017 and obtained by the Daily Beast, Meyer railed against one female Marvel editor using gendered slurs and attacked others for supposedly exchanging sexual favors for career advancement.', 'Meyer became a ringleader of Comicsgate, which rallied around the argument that female, POC and LGBT characters and creators were ruining comic books, and pushing out the views and voices of authentic fans.', ""Another suggested that a woman in the picture looked like “the ‘false rape charge’ type.'""}",2
147_1-15,Could you expand on Justin Gilbert Alba’s comments that the push from fans for diversity in creators and characters only represents a loud minority?,MARCO_24_436508401-1,"The Myth of Forced Diversity.  If you’ve been on the internet, you’ve… | by Anthony Gramuglia | Reflections of a Grown-Up Fan | Medium The Myth of Forced Diversity Anthony Gramuglia Dec 24, 2018 · 8 min read If you’ve been on the internet, you’ve heard of Forced Diversity.  It is a concept that you see people throw around a lot at works featuring characters who are not male, PoC, and/or non-cishet.  But if Forced Diversity exists, surely there must be a “right” way according to these people how to write a diverse character.  If diversity can be “forced,” surely it can, in a corresponding way, be…not forced?  Let’s take this exercise as a little thought exercise.  Let’s analyze how one might write a story without “Forced Diversity.”  But to that that, we have to ask first…what is Forced Diversity?  What is Forced Diversity?  Awhile ago on Twitter, I asked people to try to explain what “Forced Diversity” meant.  I’ve seen the term thrown around a lot on the internet, but never once have I had a real sense of what the term meant.  The post drew around 3.5K views, netted 74 likes, and 20 reply chains.",1,"{'If diversity can be “forced,” surely it can, in a corresponding way, be…not forced?', 'If you’ve been on the internet, you’ve… | by Anthony Gramuglia | Reflections of a Grown-Up Fan | Medium The Myth of Forced Diversity Anthony Gramuglia Dec 24, 2018 · 8 min read If you’ve been on the internet, you’ve heard of Forced Diversity.', 'But if Forced Diversity exists, surely there must be a “right” way according to these people how to write a diverse character.', 'It is a concept that you see people throw around a lot at works featuring characters who are not male, PoC, and/or non-cishet.'}","{'The Myth of Forced Diversity.', 'I’ve seen the term thrown around a lot on the internet, but never once have I had a real sense of what the term meant.', 'Let’s take this exercise as a little thought exercise.', 'What is Forced Diversity?', 'The post drew around 3.5K views, netted 74 likes, and 20 reply chains.', 'Awhile ago on Twitter, I asked people to try to explain what “Forced Diversity” meant.', 'Let’s analyze how one might write a story without “Forced Diversity.”  But to that that, we have to ask first…what is Forced Diversity?'}",2
147_1-7,Let’s talk about Captain America The Winter Soldier’s far-reaching implications for the Marvel Cinematic Universe.,WAPO_3e0d5feb27111af76955cecb319b004f-1,"“CAPTAIN AMERICA:  The Winter Soldier” is a game-changer.  Not only is “The Winter Soldier” a superb adaptation of the Marvel Comics storyline of the same name, but it also may just be the best movie Marvel Studios has ever produced.  Kudos go to the directing team of the Russo brothers — Anthony and Joe — for recognizing that the tone of the Winter Soldier (a series of Captain America comics written by Ed Brubaker and illustrated by Steve Epting) was much more serious than what Marvel had released.  This movie is dark, with an edge, and stars a Captain America (Chris Evans) who isn’t just a soldier following orders, but a rogue Avenger who isn’t afraid to question the red, white and blue.  After fanboys see this film, there shouldn’t much debate as to whether “Captain America: The Winter Soldier” is the best movie of Marvel Studio’s “Phase 2,” but rather where it ranks in the history of all Marvel cinema.  Here are One Fanboy’s Five Mostly Non-Spoiler Things that stood out from the latest outing by the star-spangled Avenger.  [  ANN HORNADAY: ‘Winter Soldier’ is the most grown-up Avengers movie yet] 1.",3,"{'“CAPTAIN AMERICA:  The Winter Soldier” is a game-changer.', 'This movie is dark, with an edge, and stars a Captain America (Chris Evans) who isn’t just a soldier following orders, but a rogue Avenger who isn’t afraid to question the red, white and blue.'}","{'After fanboys see this film, there shouldn’t much debate as to whether “Captain America: The Winter Soldier” is the best movie of Marvel Studio’s “Phase 2,” but rather where it ranks in the history of all Marvel cinema.', 'Not only is “The Winter Soldier” a superb adaptation of the Marvel Comics storyline of the same name, but it also may just be the best movie Marvel Studios has ever produced.', '[  ANN HORNADAY: ‘Winter Soldier’ is the most grown-up Avengers movie yet] 1.', 'Kudos go to the directing team of the Russo brothers — Anthony and Joe — for recognizing that the tone of the Winter Soldier (a series of Captain America comics written by Ed Brubaker and illustrated by Steve Epting) was much more serious than what Marvel had released.', 'Here are One Fanboy’s Five Mostly Non-Spoiler Things that stood out from the latest outing by the star-spangled Avenger.'}",2
147_2-3,Interesting. What was the basis of the backlash Marvel Studios faced for the Vice President’s suggestion that diversity was causing sales to slide?,MARCO_35_1479408617-1,"Captain Marvel Faces Boycott Backlash Over Brie Larson's 'Man-Hating' Homepage Politics Captain Marvel Faces Boycott Backlash Over Brie Larson’s ‘Man-Hating’ Samantha Chang in Political Opinion Politics March 8, 2019, 2:20 AM Captain Marvel Faces Boycott Backlash Over Brie Larson’s ‘Man-Hating’ Brie Larsen's comments about white males are seeing some backlash.  | Source: REUTERS/Mario Anzuoni Brie Larson is kicking off her publicity tour as the first female lead in a Marvel Comics movie with “Captain Marvel.”  But she’s facing withering backlash and a boycott from some fans who are turned off by her man-hating rhetoric.  The boycott was launched by conservative author Jack Posobiec, a correspondent with One America News.  Posobiec started the Twitter hashtag Alita Challenge, urging his legion of social media followers to boycott “Captain Marvel” and see “Alita: Battle Angel” instead.  Conservatives are boycotting ‘Marvel Marvel’ for ‘Alita: Battle Angel,” which does not push feminist propaganda.  (PR photos) ‘We Are Sick and Tired of SJW Politics’ Posobiec told CCN.com that Larson’s anti-male rhetoric and Marvel Studio’s injection of leftist politics into the action film is insulting and unwarranted.",3,set(),"{""Captain Marvel Faces Boycott Backlash Over Brie Larson's 'Man-Hating' Homepage Politics Captain Marvel Faces Boycott Backlash Over Brie Larson’s ‘Man-Hating’ Samantha Chang in Political Opinion Politics March 8, 2019, 2:20 AM Captain Marvel Faces Boycott Backlash Over Brie Larson’s ‘Man-Hating’ Brie Larsen's comments about white males are seeing some backlash."", '(PR photos) ‘We Are Sick and Tired of SJW Politics’ Posobiec told CCN.com that Larson’s anti-male rhetoric and Marvel Studio’s injection of leftist politics into the action film is insulting and unwarranted.', 'Conservatives are boycotting ‘Marvel Marvel’ for ‘Alita: Battle Angel,” which does not push feminist propaganda.', 'Posobiec started the Twitter hashtag Alita Challenge, urging his legion of social media followers to boycott “Captain Marvel” and see “Alita: Battle Angel” instead.', 'The boycott was launched by conservative author Jack Posobiec, a correspondent with One America News.', '| Source: REUTERS/Mario Anzuoni Brie Larson is kicking off her publicity tour as the first female lead in a Marvel Comics movie with “Captain Marvel.”  But she’s facing withering backlash and a boycott from some fans who are turned off by her man-hating rhetoric.'}",3
147_2-3,Interesting. What was the basis of the backlash Marvel Studios faced for the Vice President’s suggestion that diversity was causing sales to slide?,WAPO_JEB4XTRJDFCGTKY2KREHWRXZ3M-2,"A group of female Marvel employees posted a group selfie in which they were celebrating the legacy of recently deceased comics publisher Flo Steinberg, one of Marvel’s earliest employees who had helped the company’s unique approach to fan outrage. Ironically, a group of comics fans online were enraged at the evidence that women worked for Marvel.  They condemned the women as “fake geek girls” and “the creepiest collection of stereotypical SJWs anyone could possibly imagine,” in the words of one enraged tweeter.  Another suggested that a woman in the picture looked like “the ‘false rape charge’ type.'   Among those joining in the attacks was Richard C. Meyer, who uses the ironic twitter and YouTube handle Diversity & Comics.  Meyer became a ringleader of Comicsgate, which rallied around the argument that female, POC and LGBT characters and creators were ruining comic books, and pushing out the views and voices of authentic fans.  DC writer Magdalene Visaggio, a trans woman, was a special target; Meyer misgendered her and claimed she was mentally ill.  In a private video posted in 2017 and obtained by the Daily Beast, Meyer railed against one female Marvel editor using gendered slurs and attacked others for supposedly exchanging sexual favors for career advancement.",4,"{'Ironically, a group of comics fans online were enraged at the evidence that women worked for Marvel.', 'A group of female Marvel employees posted a group selfie in which they were celebrating the legacy of recently deceased comics publisher Flo Steinberg, one of Marvel’s earliest employees who had helped the company’s unique approach to fan outrage.', 'They condemned the women as “fake geek girls” and “the creepiest collection of stereotypical SJWs anyone could possibly imagine,” in the words of one enraged tweeter.', 'Meyer became a ringleader of Comicsgate, which rallied around the argument that female, POC and LGBT characters and creators were ruining comic books, and pushing out the views and voices of authentic fans.', ""Another suggested that a woman in the picture looked like “the ‘false rape charge’ type.'""}","{'DC writer Magdalene Visaggio, a trans woman, was a special target; Meyer misgendered her and claimed she was mentally ill.', 'In a private video posted in 2017 and obtained by the Daily Beast, Meyer railed against one female Marvel editor using gendered slurs and attacked others for supposedly exchanging sexual favors for career advancement.', 'Among those joining in the attacks was Richard C. Meyer, who uses the ironic twitter and YouTube handle Diversity & Comics.'}",2
147_2-3,Interesting. What was the basis of the backlash Marvel Studios faced for the Vice President’s suggestion that diversity was causing sales to slide?,WAPO_47CNNN3VWFARDAMNHXYN2ROW4E-1,"Last weekend, “Captain Marvel” scored $455 million in box office cash, the sixth biggest global movie debut to date.  The myth that female- or minority-led films struggle at the box office has been debunked again.  “Captain Marvel” succeeded despite right-wing calls for a boycott.  Alt-right movie outrage has targeted several films now.  Right-wing activists called on moviegoers to skip “Ghostbusters,” “Wonder Woman,” “Black Panther,” “Aquaman,” “Mad Max: Fury Road” and the four newest “Star Wars” films — all films in which the lead wasn’t a white man.  The fact that these boycotts have fizzled reveals the alt-right’s limited influence on conservatives offline.  The alt-right and pop culture The alt-right label is applied to a variety of causes, from men’s rights activists to neo-Nazis to Internet pranksters.  One segment of the alt-right opposes liberal politics in stereotypically male-dominated parts of popular culture, such as video games and comics.  The best-known instances are Gamergate and Comicsgate.  Alt-right Internet activists get particularly annoyed by action movies that cast a female or nonwhite lead in what was once conceived of as a white man’s role.",3,"{'One segment of the alt-right opposes liberal politics in stereotypically male-dominated parts of popular culture, such as video games and comics.', '“Captain Marvel” succeeded despite right-wing calls for a boycott.', 'Alt-right Internet activists get particularly annoyed by action movies that cast a female or nonwhite lead in what was once conceived of as a white man’s role.', 'The myth that female- or minority-led films struggle at the box office has been debunked again.', 'Right-wing activists called on moviegoers to skip “Ghostbusters,” “Wonder Woman,” “Black Panther,” “Aquaman,” “Mad Max: Fury Road” and the four newest “Star Wars” films — all films in which the lead wasn’t a white man.'}","{'The alt-right and pop culture The alt-right label is applied to a variety of causes, from men’s rights activists to neo-Nazis to Internet pranksters.', 'The best-known instances are Gamergate and Comicsgate.', 'Alt-right movie outrage has targeted several films now.', 'The fact that these boycotts have fizzled reveals the alt-right’s limited influence on conservatives offline.', 'Last weekend, “Captain Marvel” scored $455 million in box office cash, the sixth biggest global movie debut to date.'}",2
147_2-5,Is it really the case that diversity is to blame for Marvel’s dwindling sales?,MARCO_43_353595745-1,"Diversity In Comics: What’s Been Done And What Needs to Come | HuffPost Zachary Dern, Contributor Journalist, Tech, Health nut Diversity In Comics: What’s Been Done And What Needs to Come 06/04/2017 03:34 am ET Updated Jun 07, 2017 SOURCE: comicsbeat Diversity and representation.  Many claim it’s a recent hot topic, a push from fans and critics alike to portray individuals who aren’t simply white.  There are some who argue — and in minor instances they may be right — that inclusion is simply a cash grab.  But really, it’s hard to argue that representing the world at large is anything but a good thing.  The Earth’s population is so much more than what you see than on shows like Friends and House of Cards.  But why is there a push back?  Why do some claim inclusion is a bad thing?  A Complicated Diverse History in Comics This is a loaded question, so it’s best to narrow it down to one medium: comic books.  Comic books have quite an interesting history with diversity, and the perspective you choose to look through will also give you different results.  Generally speaking, there are many who will rightfully say the history of comics, particularly Marvel and DC, are very whitewashed.",3,set(),"{'The Earth’s population is so much more than what you see than on shows like Friends and House of Cards.', 'Diversity In Comics: What’s Been Done And What Needs to Come | HuffPost Zachary Dern, Contributor Journalist, Tech, Health nut Diversity In Comics: What’s Been Done And What Needs to Come 06/04/2017 03:34 am ET Updated Jun 07, 2017 SOURCE: comicsbeat Diversity and representation.', 'Generally speaking, there are many who will rightfully say the history of comics, particularly Marvel and DC, are very whitewashed.', 'But really, it’s hard to argue that representing the world at large is anything but a good thing.', 'Comic books have quite an interesting history with diversity, and the perspective you choose to look through will also give you different results.', 'Many claim it’s a recent hot topic, a push from fans and critics alike to portray individuals who aren’t simply white.', 'Why do some claim inclusion is a bad thing?', 'There are some who argue — and in minor instances they may be right — that inclusion is simply a cash grab.', 'A Complicated Diverse History in Comics This is a loaded question, so it’s best to narrow it down to one medium: comic books.', 'But why is there a push back?'}",3
149_3-1,How do you get impartial results from search engines?,MARCO_14_257274681-2,"Our main focus is delivering high-quality, useful search results without exposing you to the biases and filter bubbles of other search engines. Search Encrypt Features Expiring Browsing History: After you’re done searching, the encryption key for your searches expires, so that even if you try to return to the search in your browsing history you cannot access it.  This feature keeps your search terms confidential even if someone checks your browser history.  You won’t have to clear your browsing history to keep your searches private.  End-To-End Encryption: Search Encrypt begins encrypting your searches as soon as you press enter.  Your search terms are encrypted locally on your machine to prevent anyone else who could access your computer or network from snooping or spying on your search history.  We then send your search terms to our servers in encrypted form.  This prevents any man-in-the-middle attacks.  Your search terms remain encrypted after you’re done searching so that your search history can’t be viewed.  Privacy-Friendly Maps Search: One of Search Encrypt’s newest features is its maps search.  Unlike search engines that require gathering your location data to offer a useful map product, we’ve made it easier to access maps on the internet, without sacrificing on privacy.",4,set(),"{'Unlike search engines that require gathering your location data to offer a useful map product, we’ve made it easier to access maps on the internet, without sacrificing on privacy.', 'Your search terms are encrypted locally on your machine to prevent anyone else who could access your computer or network from snooping or spying on your search history.', 'This prevents any man-in-the-middle attacks.', 'You won’t have to clear your browsing history to keep your searches private.', 'End-To-End Encryption: Search Encrypt begins encrypting your searches as soon as you press enter.', 'This feature keeps your search terms confidential even if someone checks your browser history.', 'Search Encrypt Features Expiring Browsing History: After you’re done searching, the encryption key for your searches expires, so that even if you try to return to the search in your browsing history you cannot access it.', 'Privacy-Friendly Maps Search: One of Search Encrypt’s newest features is its maps search.', 'Our main focus is delivering high-quality, useful search results without exposing you to the biases and filter bubbles of other search engines.', 'Your search terms remain encrypted after you’re done searching so that your search history can’t be viewed.', 'We then send your search terms to our servers in encrypted form.'}",3
